hotel;arrival_date_year;arrival_date_month;arrival_date_week_number;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;reserved_room_type;assigned_room_type;deposit_type;reservation_status;reservation_status_date;last_updated
Resort Hotel;2015;July;29;18;2;4;2;2;0;HB;PRT;C;C;No Deposit;Canceled;18/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;HB;PRT;D;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;2;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;22/07/2015;
Resort Hotel;2015;July;29;18;2;2;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;22/07/2015;
Resort Hotel;2015;July;29;18;2;2;2;0;0;HB;PRT;A;A;No Deposit;Canceled;29/04/2015;
Resort Hotel;2015;July;29;18;2;2;2;0;1;BB;PRT;E;E;No Deposit;Canceled;04/06/2015;
Resort Hotel;2015;July;29;18;2;3;2;2;0;BB;PRT;H;H;No Deposit;Canceled;11/06/2015;
Resort Hotel;2015;July;29;18;2;3;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;29;18;2;3;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;29;18;2;3;2;1;1;BB;PRT;C;C;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;29;18;0;1;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;18;0;1;2;2;0;FB;PRT;C;C;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;18;1;1;1;2;0;BB;PRT;G;G;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;18;2;1;1;0;0;BB;CN;D;E;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;1;0;FB;PRT;D;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;HB;ESP;E;E;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;HB;PRT;D;D;No Deposit;Canceled;24/06/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;5;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;18;2;6;2;0;0;HB;ESP;A;A;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;29;18;2;6;2;0;0;HB;PRT;D;D;No Deposit;Canceled;01/06/2015;
Resort Hotel;2015;July;29;18;2;6;2;0;0;HB;ESP;A;A;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;29;18;4;10;2;0;0;BB;IRL;A;A;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;19;1;0;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;30;19;1;0;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;30;19;1;0;2;0;0;BB;NLD;D;D;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;30;19;1;0;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;30;19;1;0;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;30;19;2;5;2;2;0;HB;ESP;C;C;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;19;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;27/05/2015;
Resort Hotel;2015;July;30;19;2;5;2;0;0;BB;GBR;D;D;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;19;2;5;2;0;0;HB;PRT;E;E;No Deposit;Canceled;17/06/2015;
Resort Hotel;2015;July;30;19;2;5;2;0;0;BB;RUS;A;A;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;19;2;5;2;0;0;BB;PRT;D;D;No Deposit;Canceled;19/06/2015;
Resort Hotel;2015;July;30;20;1;0;1;0;0;BB;PRT;A;C;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;30;20;1;2;2;2;0;BB;PRT;G;G;No Deposit;Canceled;13/05/2015;
Resort Hotel;2015;July;30;20;0;0;1;0;0;BB;PRT;A;I;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;30;20;0;0;2;0;0;BB;PRT;A;I;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;30;20;1;3;2;0;1;BB;PRT;A;C;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;30;20;1;3;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;30;20;1;3;2;0;0;BB;POL;A;C;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;30;20;1;3;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;30;20;1;3;2;0;0;BB;PRT;D;D;No Deposit;Canceled;15/06/2015;
Resort Hotel;2015;July;30;20;1;3;2;0;0;BB;NOR;E;E;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;30;20;1;3;2;0;0;BB;PRT;D;D;No Deposit;Canceled;15/06/2015;
Resort Hotel;2015;July;30;20;1;4;2;2;0;BB;PRT;G;G;No Deposit;Canceled;17/06/2015;
Resort Hotel;2015;July;30;20;1;4;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;30;20;1;4;2;0;0;BB;PRT;D;D;No Deposit;Canceled;08/06/2015;
Resort Hotel;2015;July;30;20;1;5;2;2;0;BB;PRT;G;G;No Deposit;Canceled;22/06/2015;
Resort Hotel;2015;July;30;20;1;5;2;0;0;HB;PRT;A;D;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;20;1;5;2;0;0;BB;PRT;D;D;No Deposit;Canceled;22/06/2015;
Resort Hotel;2015;July;30;20;2;5;2;0;0;BB;GBR;E;E;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;20;2;5;2;1;0;FB;PRT;F;F;No Deposit;Canceled;20/07/2015;
Resort Hotel;2015;July;30;20;2;5;2;2;0;BB;GBR;C;C;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;20;2;5;2;0;1;HB;PRT;A;A;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;20;2;5;2;0;0;FB;ESP;A;A;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;20;2;5;2;0;0;HB;ESP;D;D;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;20;2;5;2;1;0;HB;PRT;A;A;No Deposit;Canceled;11/05/2015;
Resort Hotel;2015;July;30;20;2;5;2;0;0;BB;PRT;G;G;No Deposit;Canceled;23/04/2015;
Resort Hotel;2015;July;30;20;2;5;2;1;0;FB;PRT;F;F;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;20;3;6;2;0;0;HB;PRT;A;A;No Deposit;Canceled;02/06/2015;
Resort Hotel;2015;July;30;20;3;6;2;0;0;FB;PRT;D;D;No Deposit;Canceled;01/06/2015;
Resort Hotel;2015;July;30;20;3;7;2;1;0;HB;PRT;D;D;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;20;3;7;2;0;0;HB;PRT;D;D;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;20;3;7;2;0;0;HB;PRT;D;D;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;20;3;8;2;0;0;HB;PRT;A;A;No Deposit;Canceled;14/07/2015;
Resort Hotel;2015;July;30;20;3;8;2;0;0;HB;PRT;A;A;No Deposit;Canceled;14/07/2015;
Resort Hotel;2015;July;30;21;0;2;2;0;0;BB;PRT;E;E;No Deposit;Canceled;08/07/2015;
Resort Hotel;2015;July;30;21;0;2;1;0;0;BB;PRT;A;F;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;30;21;0;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;01/06/2015;
Resort Hotel;2015;July;30;21;0;4;2;2;0;BB;PRT;G;G;No Deposit;Canceled;19/06/2015;
Resort Hotel;2015;July;30;21;0;4;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;30;21;0;5;3;0;0;BB;PRT;G;G;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;21;1;5;3;0;0;BB;PRT;A;D;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;21;2;5;2;0;0;HB;IRL;E;E;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;30;21;2;5;3;0;0;BB;CHE;A;D;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;30;21;2;6;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;29/07/2015;
Resort Hotel;2015;July;30;21;2;7;2;1;0;BB;IRL;E;E;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;21;2;8;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;31/07/2015;
Resort Hotel;2015;July;30;22;0;1;2;0;0;BB;ESP;E;E;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;30;22;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/04/2015;
Resort Hotel;2015;July;30;22;0;4;2;0;0;BB;PRT;D;D;No Deposit;Canceled;09/06/2015;
Resort Hotel;2015;July;30;22;0;4;2;1;0;HB;FRA;D;D;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;22;0;4;2;2;0;BB;PRT;G;G;No Deposit;Canceled;09/06/2015;
Resort Hotel;2015;July;30;22;0;4;2;0;0;BB;PRT;D;D;No Deposit;Canceled;09/06/2015;
Resort Hotel;2015;July;30;22;1;4;2;0;0;BB;PRT;D;D;No Deposit;Canceled;29/06/2015;
Resort Hotel;2015;July;30;23;0;0;2;2;0;BB;PRT;C;I;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;30;23;0;0;2;0;0;BB;PRT;D;I;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;30;23;0;1;2;0;0;BB;PRT;D;E;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;30;23;0;1;2;0;0;BB;PRT;C;C;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;30;23;0;1;1;0;0;BB;PRT;A;A;No Deposit;Canceled;05/06/2015;
Resort Hotel;2015;July;30;23;0;3;2;0;0;HB;ESP;E;E;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;23;0;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;07/07/2015;
Resort Hotel;2015;July;30;23;0;3;2;0;0;BB;PRT;D;D;No Deposit;Canceled;19/06/2015;
Resort Hotel;2015;July;30;23;0;3;2;0;0;HB;ESP;D;E;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;23;1;3;2;2;0;BB;PRT;H;H;No Deposit;Canceled;06/07/2015;
Resort Hotel;2015;July;30;23;1;3;2;0;0;BB;PRT;E;E;No Deposit;Canceled;07/07/2015;
Resort Hotel;2015;July;30;23;2;3;2;0;0;BB;CN;D;F;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;30;23;2;4;2;0;0;BB;PRT;E;E;No Deposit;Canceled;04/07/2015;
Resort Hotel;2015;July;30;23;1;3;2;0;0;BB;PRT;D;D;No Deposit;Canceled;06/07/2015;
Resort Hotel;2015;July;30;23;2;6;3;0;0;HB;ROU;D;D;No Deposit;Check-Out;31/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;ESP;E;E;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;BRA;D;F;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;ESP;D;D;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;2;0;BB;PRT;G;G;No Deposit;Canceled;14/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;ESP;D;G;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;BRA;D;F;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;PRT;D;D;No Deposit;Canceled;06/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;PRT;E;E;No Deposit;Canceled;01/07/2015;
Resort Hotel;2015;July;30;24;1;2;3;0;0;BB;RUS;H;H;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;PRT;D;D;No Deposit;Canceled;06/07/2015;
Resort Hotel;2015;July;30;24;0;2;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;24;1;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;17/06/2015;
Resort Hotel;2015;July;30;24;2;2;2;0;0;BB;PRT;D;D;No Deposit;Canceled;18/06/2015;
Resort Hotel;2015;July;30;24;2;2;2;0;0;BB;SVN;A;D;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;30;24;2;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;08/06/2015;
Resort Hotel;2015;July;30;24;2;2;2;0;0;BB;ALB;A;A;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;30;24;2;3;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;29/07/2015;
Resort Hotel;2015;July;30;24;2;3;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;29/07/2015;
Resort Hotel;2015;July;30;24;2;5;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;31/07/2015;
Resort Hotel;2015;July;30;24;2;5;2;0;0;FB;PRT;A;A;No Deposit;Canceled;14/07/2015;
Resort Hotel;2015;July;30;24;2;5;2;0;0;HB;PRT;A;A;No Deposit;Canceled;22/04/2015;
Resort Hotel;2015;July;30;24;2;6;2;2;0;BB;PRT;H;H;No Deposit;Canceled;25/05/2015;
Resort Hotel;2015;July;30;24;2;6;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;24;2;7;2;0;0;HB;ESP;A;A;No Deposit;Check-Out;02/08/2015;
Resort Hotel;2015;July;30;24;3;7;2;0;0;BB;GBR;E;E;No Deposit;Check-Out;03/08/2015;
Resort Hotel;2015;July;30;24;3;7;2;0;0;BB;PRT;A;A;No Deposit;Canceled;26/06/2015;
Resort Hotel;2015;July;30;24;4;10;3;0;0;BB;PRT;A;A;No Deposit;Canceled;21/07/2015;
Resort Hotel;2015;July;30;25;0;0;2;1;0;HB;PRT;D;D;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;30;25;2;1;2;0;0;HB;PRT;A;E;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;30;25;0;1;2;0;0;BB;ESP;A;F;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;25;0;1;2;0;0;BB;ESP;A;F;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;25;0;1;2;0;0;BB;ESP;A;F;No Deposit;Check-Out;26/07/2015;
Resort Hotel;2015;July;30;25;0;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;11/07/2015;
Resort Hotel;2015;July;30;25;1;1;2;0;0;BB;PRT;D;E;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;25;1;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;14/07/2015;
Resort Hotel;2015;July;30;25;1;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;10/07/2015;
Resort Hotel;2015;July;30;25;1;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;23/07/2015;
Resort Hotel;2015;July;30;25;1;1;2;0;0;BB;ESP;A;E;No Deposit;Check-Out;27/07/2015;
Resort Hotel;2015;July;30;25;2;1;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;30;25;2;2;2;0;0;BB;GBR;A;D;No Deposit;Check-Out;29/07/2015;
Resort Hotel;2015;July;30;25;2;3;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;25;2;3;2;1;0;HB;ESP;D;D;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;25;2;3;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;25;2;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;26/06/2015;
Resort Hotel;2015;July;30;25;2;3;2;2;0;HB;PRT;C;C;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;25;2;3;2;2;0;HB;PRT;G;G;No Deposit;Check-Out;30/07/2015;
Resort Hotel;2015;July;30;25;2;4;2;0;0;BB;IRL;A;A;No Deposit;Check-Out;31/07/2015;
Resort Hotel;2015;July;30;25;2;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;02/06/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;27/06/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;HB;PRT;A;A;No Deposit;Canceled;12/05/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;17/04/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;HB;PRT;D;D;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;25;2;6;1;0;0;BB;PRT;A;A;No Deposit;Canceled;03/07/2015;
Resort Hotel;2015;July;30;25;2;6;3;0;0;HB;GBR;E;E;No Deposit;Check-Out;02/08/2015;
Resort Hotel;2015;July;30;25;2;6;2;0;0;HB;GBR;A;A;No Deposit;Check-Out;02/08/2015;
Resort Hotel;2015;July;30;25;3;6;2;0;0;BB;PRT;A;A;No Deposit;Canceled;29/06/2015;
Resort Hotel;2015;July;30;25;3;6;1;0;0;BB;PRT;A;A;No Deposit;Canceled;15/04/2015;
Resort Hotel;2015;July;30;25;3;6;2;0;0;BB;PRT;D;D;No Deposit;Canceled;29/06/2015;
Resort Hotel;2015;July;30;25;4;6;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;04/08/2015;
Resort Hotel;2015;July;30;25;4;8;2;0;0;BB;IRL;D;D;No Deposit;Check-Out;06/08/2015;
Resort Hotel;2015;July;30;25;4;10;2;0;0;BB;PRT;A;A;No Deposit;Canceled;03/07/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;BB;PRT;A;D;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;25;2;5;2;1;0;BB;PRT;A;A;No Deposit;Canceled;25/03/2015;
Resort Hotel;2015;July;30;25;2;5;3;0;0;BB;PRT;G;G;No Deposit;Check-Out;01/08/2015;
Resort Hotel;2015;July;30;25;2;5;2;0;0;BB;PRT;E;E;No Deposit;Canceled;08/06/2015;
City Hotel;2015;July;27;1;0;2;1;0;0;HB;PRT;A;A;No Deposit;Check-Out;03/07/2015;
City Hotel;2015;July;27;1;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;01/07/2015;
City Hotel;2015;July;27;1;0;4;1;0;0;BB;PRT;A;A;No Deposit;Canceled;30/04/2015;
City Hotel;2015;July;27;1;2;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;23/06/2015;
City Hotel;2015;July;27;2;0;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;02/04/2015;
City Hotel;2015;July;27;2;0;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;25/06/2015;
City Hotel;2015;July;27;2;0;3;1;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;2;1;3;1;0;0;BB;PRT;A;A;No Deposit;Canceled;25/06/2015;
City Hotel;2015;July;27;2;2;3;2;0;0;BB;PRT;A;A;No Deposit;No-Show;02/07/2015;
City Hotel;2015;July;27;2;2;3;2;0;0;BB;PRT;A;A;No Deposit;No-Show;02/07/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;1;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Canceled;29/06/2015;
City Hotel;2015;July;27;3;0;2;1;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;1;0;0;HB;PRT;A;A;No Deposit;Canceled;16/06/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;1;0;0;HB;PRT;A;A;No Deposit;Canceled;29/06/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Canceled;16/06/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;30/06/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;0;2;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;05/07/2015;
City Hotel;2015;July;27;3;1;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;17/04/2015;
City Hotel;2015;July;27;3;2;5;2;0;0;SC;PRT;A;A;No Deposit;Check-Out;10/07/2015;
City Hotel;2015;July;27;4;1;1;1;0;0;BB;PRT;A;A;No Deposit;Canceled;01/06/2015;
City Hotel;2015;July;27;4;2;1;1;0;0;BB;PRT;A;A;No Deposit;Canceled;23/06/2015;
City Hotel;2015;July;27;4;2;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;15/06/2015;
City Hotel;2015;July;27;4;2;2;1;0;0;BB;PRT;A;A;No Deposit;Check-Out;08/07/2015;
City Hotel;2015;July;28;5;2;1;2;0;0;SC;PRT;A;A;No Deposit;Canceled;30/06/2015;
City Hotel;2015;July;28;5;2;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;20/06/2015;
City Hotel;2015;July;28;5;2;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;03/07/2015;
City Hotel;2015;July;28;6;1;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;20/06/2015;
City Hotel;2015;July;28;6;1;3;1;0;0;BB;PRT;A;A;No Deposit;Canceled;21/04/2015;
City Hotel;2015;July;28;6;1;4;1;0;0;BB;PRT;A;A;No Deposit;Canceled;20/06/2015;
City Hotel;2015;July;28;6;1;4;2;0;1;HB;PRT;A;A;No Deposit;Canceled;15/06/2015;
City Hotel;2015;July;28;6;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/05/2015;
City Hotel;2015;July;28;6;3;6;2;0;0;BB;PRT;A;A;No Deposit;Canceled;25/06/2015;
City Hotel;2015;July;28;6;1;2;2;0;0;BB;PRT;A;A;No Deposit;No-Show;06/07/2015;
City Hotel;2015;July;28;6;1;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;17/06/2015;
City Hotel;2015;July;28;7;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;27/06/2015;
City Hotel;2015;July;28;7;0;4;1;0;0;BB;PRT;A;A;No Deposit;Canceled;26/06/2015;
City Hotel;2015;July;28;7;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;27/06/2015;
City Hotel;2015;July;28;7;0;2;2;1;0;BB;PRT;A;A;No Deposit;Check-Out;09/07/2015;
City Hotel;2015;July;28;7;0;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;17/06/2015;
City Hotel;2015;July;28;7;0;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;17/06/2015;
City Hotel;2015;July;28;7;0;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;16/06/2015;
City Hotel;2015;July;28;7;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;29/06/2015;
City Hotel;2015;July;28;7;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;27/06/2015;
City Hotel;2015;July;28;7;2;5;2;0;0;BB;PRT;B;B;No Deposit;Canceled;07/07/2015;
City Hotel;2015;July;28;7;2;5;2;0;0;BB;PRT;B;B;No Deposit;Canceled;07/07/2015;
City Hotel;2015;July;28;7;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;07/07/2015;
City Hotel;2015;July;28;7;2;8;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
City Hotel;2015;July;28;7;5;15;1;0;0;SC;PRT;A;A;No Deposit;Canceled;08/04/2015;
City Hotel;2015;July;28;7;5;15;1;0;0;SC;PRT;A;A;No Deposit;Canceled;11/04/2015;
City Hotel;2015;July;28;7;5;15;1;0;0;BB;PRT;A;A;No Deposit;Canceled;08/04/2015;
City Hotel;2015;July;28;8;0;2;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;10/07/2015;
City Hotel;2015;July;28;8;0;2;2;0;0;BB;PRT;A;A;No Deposit;Canceled;05/04/2015;
City Hotel;2015;July;28;8;1;4;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;13/07/2015;
City Hotel;2015;July;28;8;1;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;29/06/2015;
City Hotel;2015;July;28;8;1;4;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;13/07/2015;
City Hotel;2015;July;28;8;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;25/06/2015;
City Hotel;2015;July;28;8;2;8;2;0;0;BB;PRT;A;A;No Deposit;Canceled;14/05/2015;
